,Name,City,State,PhoneNumber,Rating,Price
4512,D'carlos Barbershop,Port Saint Lucie,FL,17722374881.0,3.5,$
4513,Jose Salcedo Barber Shop,Port Saint Lucie,FL,17723986799.0,3.5,$
4514,Fade-Citi Barbers,Port Saint Lucie,FL,17723404955.0,5.0,$
4516,Legit Cuts Barbershop,Fort Pierce,FL,17728015382.0,4.0,$$
4518,Ellie's House Of Hair,Fort Pierce,FL,17724668831.0,4.0,$$
4519,Ultimate Barbers At Tradition,Port Saint Lucie,FL,17723459955.0,3.5,$$
4520,Blend Masters Barbershop,Port St Lucie,FL,17728078500.0,4.0,$$
4521,Frank's Barber Shop,Port Saint Lucie,FL,17723359115.0,3.5,$$
4522,Hair Cuttery,Port Saint Lucie,FL,17723358361.0,3.0,$$
4523,Mane Design Hair salon,Port Saint Lucie,FL,17723360099.0,3.0,$$
4536,Vazquez Barber Shop,Santa Rosa Beach,FL,18502522142.0,5.0,$$
4537,Sunnys Barber Shop,Santa Rosa Beach,FL,18502671241.0,4.5,$$
4541,Salon 7even,Miramar Beach,FL,18504246945.0,4.5,$$
4542,Barbery Coast East Salon Spa & Barber,Miramar Beach,FL,18506544065.0,3.0,$$
4543,Sport Clips Haircuts of Destin,Destin,FL,18504602847.0,3.0,$$
4546,Salon Salon,Destin,FL,18506544412.0,3.5,$$
4550,Fine Line Barbershop,Miami,FL,13053863566.0,4.0,$
4559,Sweetwater Barber Shop,Miami,FL,13055539247.0,5.0,$
4560,New Edge Barbershop,Miami,FL,17864731177.0,5.0,$
4564,Blendz BarberShop,Miami,FL,13053821111.0,4.0,$
4578,Primos Barber Shop,Miami,FL,13053827373.0,5.0,$$
4602,Don's Barber Shop,Ponte Vedra Beach,FL,19042853111.0,4.0,$
4608,NAS Barber and Beauty Shop,Jacksonville,FL,,4.0,$
4611,Hair Cuttery,Jacksonville,FL,19048219467.0,4.0,$
4617,Old School Barber Shop,Ponte Vedra Beach,FL,19042738203.0,4.5,$$
4625,Who'z Next Barber & Beauty,Jacksonville,FL,19044480899.0,4.0,$$
4626,The Professionals Barbershop,Jacksonville,FL,19048036210.0,5.0,$$
4627,Sport Clips Haircuts of Bartram Park,Jacksonville,FL,19042880711.0,2.0,$$
4628,Envy Hair Salon,Ponte Vedra,FL,19048088684.0,4.5,$$
4629,Supreme Haircuts,Jacksonville,FL,19043639380.0,2.0,$$
4631,Raw Cuts III,Jacksonville,FL,19043746123.0,3.0,$$
4638,Kutters At Millhopper,Gainesville,FL,13523780239.0,5.0,$
4639,Downtown Barber Shop,Gainesville,FL,13523734841.0,4.5,$
4640,Northwest Barber Shop,Gainesville,FL,13523737561.0,4.5,$
4641,Bob's Barber Shop,Gainesville,FL,13523788698.0,4.0,$
4642,Top Notch Haircuts,Gainesville,FL,13523011878.0,4.0,$
4643,Athletic Cuts,Gainesville,FL,13523737000.0,3.5,$
4644,Randy's Haircuts For Men,Gainesville,FL,13523754000.0,4.5,$
4645,So Sharp Campus Cutz & Stylez,Gainesville,FL,13523273578.0,3.0,$
4646,Randy's Haircuts For Men,Gainesville,FL,13523772000.0,3.5,$
4647,Campus Cuts,Gainesville,FL,13523726000.0,3.0,$
4648,Jonesville Barbershop,Newberry,FL,13523338912.0,4.5,$
4649,Mane Stop Hair Styling Salon For Men & Women,Gainesville,FL,13523737000.0,4.0,$
4650,Hair By Jessica,Gainesville,FL,19043239007.0,4.0,$
4651,J's 503 Barbershop,Gainesville,FL,13525753886.0,4.5,$$
4652,Iron Mike's Cutz & Stylez,Gainesville,FL,13523366311.0,4.0,$$
4653,Ivan Pastor Barber & Shop,Gainesville,FL,13523276321.0,5.0,$$
4654,Style Cuts,Gainesville,FL,13523731195.0,4.5,$$
4655,Kutters Hair Co.,Gainesville,FL,13523722500.0,4.5,$$
4656,Beach Break Salon,Gainesville,FL,13523779770.0,4.0,$$
4657,Coconuts Salon & Barber Shop LLC,Gainesville,FL,13523737323.0,4.0,$$
4658,Elite Hair Studio,Gainesville,FL,13523956496.0,3.5,$$
4659,Platinum Cutz Barber Shop,Gainesville,FL,13526726727.0,2.5,$$
4660,Artistic Cuts,Gainesville,FL,13523728331.0,4.0,$$
4661,Haile Village Barber Shop,Gainesville,FL,13523742005.0,3.0,$$
4662,Avant Garde Salon,Gainesville,FL,13523760037.0,4.0,$$
4663,Gator Barber & Style Shop,Gainesville,FL,13523756978.0,2.0,$$
4664,Sport Clips Haircuts of 13th St. Shoppers,Gainesville,FL,13527277740.0,3.0,$$
4665,Reitz Union Hair,Gainesville,FL,13523794686.0,2.5,$$
4666,Audrey's Flair For Hair,Newberry,FL,13523337007.0,4.5,$$
4677,Amicis Barbershop of Pinecrest,Pinecrest,FL,13057714121.0,4.5,$
4678,Yankee's Barber Shop,Miami,FL,13052796119.0,3.5,$
4679,The New Century Barber Shop,Miami,FL,13052792177.0,5.0,$
4680,Primo Barbershop,Miami,FL,13052257474.0,3.0,$
4682,Denny's barber shop,Miami,FL,13054566514.0,3.5,$
4688,Edward James,Sunset,FL,13052790958.0,4.5,$$
4693,Lopez Hair Creations,South Miami,FL,17864863861.0,5.0,$$
4694,Hair Emporium,Coral Gables,FL,13052399366.0,4.5,$$
4695,Kreative Trendz Hair Studio,Miami,FL,17862003508.0,5.0,$$
4696,Supercuts,South Miami,FL,13056622877.0,2.5,$$
4698,Hair Cuttery,Miami,FL,13056658720.0,2.0,$$
4717,Comb'n Shear Barber Shop,Milwaukee,WI,14147744980.0,5.0,$
4718,Bradley Village Barbers,Milwaukee,WI,14143550485.0,4.0,$
4719,The Barbershop A Hair Salon for Men,Wauwatosa,WI,12624399524.0,2.5,$
4720,Wade's Barber Service,Milwaukee,WI,14144535660.0,4.5,$
4721,Marv's Barber Shop,Sussex,WI,12622463549.0,5.0,$
4722,Peter's Barber Shop,Milwaukee,WI,14142789245.0,4.0,$
4723,Sal's Barbershop,Milwaukee,WI,14149619823.0,4.5,$
4724,The Barbery,Milwaukee,WI,14143322020.0,5.0,$
4725,Xpress Hair Salon,West Allis,WI,14147717700.0,4.5,$
4726,Be U Salon and Barber Shop,Milwaukee,WI,14149677344.0,4.5,$
4727,Men's Hair House - Menomonee Falls,Menomonee Falls,WI,12622933819.0,3.0,$
4728,Bob's Barber Shop,Milwaukee,WI,14142883924.0,3.5,$
4729,Gunthers Barber & Hairstyling,Milwaukee,WI,14145464007.0,5.0,$
4730,Norv's Barber Shop,Milwaukee,WI,14143843380.0,4.5,$
4731,Style Cut,Milwaukee,WI,14149677936.0,2.0,$
4732,Handsome Barber Shop,Milwaukee,WI,14147630000.0,2.0,$
4733,Ardmore Hair Design & Tanning Salon,Milwaukee,WI,14143425166.0,3.0,$
4734,Milwaukee St Barber Shop,Milwaukee,WI,14145850377.0,5.0,$$
4735,Gent's Classic Barbershop,Menomonee Falls,WI,12622939841.0,4.0,$$
4736,Men's Room Barbershop,Milwaukee,WI,14149619019.0,4.0,$$
4737,Dapper Classic Barbershop,Milwaukee,WI,14142912166.0,4.5,$$
4738,Jose's Barber Extraordinaire,Milwaukee,WI,14144899444.0,5.0,$$
4739,The Nobleman,Wauwatosa,WI,14142105667.0,5.0,$$
4740,Mr.V.'s Barberia,West Allis,WI,14149889415.0,4.5,$$
4741,Shear Perfection,Milwaukee,WI,14142741976.0,5.0,$$
4742,Arcadian Avenue Authentic Barber Shop,Waukesha,WI,12625490927.0,5.0,$$
4743,The Chop Shop,Milwaukee,WI,14143831790.0,3.5,$$
4744,Gee's Clippers & Hair Design,Milwaukee,WI,14144427588.0,4.5,$$
4745,Classics Barbershop,Milwaukee,WI,14148107179.0,3.5,$$
4746,Nick's Barber Shop,Milwaukee,WI,14149619853.0,4.0,$$
4747,Sport Clips Haircuts of Glendale - Port Washington,Glendale,WI,14149622547.0,4.0,$$
4748,Dave Haase's Hair Emporium,Milwaukee,WI,14149644080.0,4.5,$$
4749,Razor,Milwaukee,WI,14144820633.0,4.5,$$
4750,Chicago Cutz,Milwaukee,WI,14142105800.0,3.0,$$
4751,Fabrizio Cappeli Salon,Milwaukee,WI,14142738072.0,5.0,$$
4752,DiCarlo Salon & Barbershop,Milwaukee,WI,14147651985.0,4.5,$$
4753,Topper's Hairstyling,Brookfield,WI,12627811740.0,4.0,$$
4754,18|8 Fine Men's Salons - Elm Grove,Elm Grove,WI,12629100188.0,5.0,$$$
4755,Groom For Men,Milwaukee,WI,14142982076.0,4.5,$$$
4756,Just Kidding Kids Cuts,Milwaukee,WI,14149622524.0,3.0,$$$
4757,Tonsorial Parlor,Milwaukee,WI,14145464053.0,4.0,$$$
4758,You're Special Hair Salon,Saukville,WI,12622847161.0,3.0,$$$
4759,Fantastic Sams,Brookfield,WI,12623730123.0,3.0,$$$
4760,Sport Clips Haircuts of West Bend,West Bend,WI,12623539240.0,1.0,$$$
4761,Shear Excitement,West Bend,WI,12623344333.0,1.0,$$$
4762,The Art of Shaving,Wauwatosa,WI,14148310704.0,3.0,$$$$
4765,Miami Beach Fademasters,Miami Beach,FL,,4.5,$
4767,Loko Kuts,Miami,FL,19548804419.0,4.5,$
4768,Swagger Cutz,Miami,FL,17865642331.0,5.0,$
4771,Styles On the Beach,Miami Beach,FL,13053003030.0,4.0,$
4772,Ray's Barber Unisex,North Miami,FL,13058938269.0,3.0,$
4776,Carousel Barber Shop,Surfside,FL,13058612307.0,4.5,$
4777,Kensy's Barbershop,Miami Beach,FL,17862022261.0,4.5,$
4780,Luigi's Clippers Barber Shop,Miami,FL,13056473480.0,4.0,$
4781,Chief Cornerstone Barber Shop,Miami,FL,13056527633.0,5.0,$
4784,Ace Of Fades,North Miami,FL,13053709000.0,3.5,$$
4785,Razor's Edge,Miami Shores,FL,13057589145.0,5.0,$$
4786,RAZZLEDAZZLE Barbershop,Surfside,FL,13057638962.0,4.5,$$
4792,Tru Cutz - Uptown,Miami,FL,13059303387.0,3.0,$$
4793,Surfside Barber Shop,Surfside,FL,13058664352.0,4.0,$$
4801,Perfect Preparation Barbershop,North Miami,FL,13056477737.0,3.5,$$
4834,Curt's Barber Service,West Palm Beach,FL,15618335880.0,4.0,$
4836,Sunrise Barbershop,Palm Beach,FL,15616590464.0,4.5,$
4839,PJ’s Barbershop,Greenacres,FL,15616491263.0,4.0,$$
4841,The Spot Barbershop,Greenacres,FL,15614293732.0,5.0,$$
4843,New York Barber Shop,West Palm Beach,FL,15614328808.0,4.5,$$
4844,Xclusiv Barber Lounge,West Palm Beach,FL,15618779395.0,5.0,$$
4847,Bills Barber Shop,West Palm Beach,FL,15616839906.0,5.0,$$
4849,Hair Trends,West Palm Beach,FL,15615949980.0,4.0,$$
4853,Phresh Cutz Barber Shop,West Palm Beach,FL,15615303807.0,5.0,$$
4854,Wellington Barber Salon,Wellington,FL,15617919180.0,4.0,$$
4855,Majestic Kutz,West Palm Beach,FL,15618223675.0,4.0,$$
4856,Ideal Cutz Barbershop,West Palm Beach,FL,15613550086.0,3.5,$$
4857,Xtreme Cuts,West Palm Beach,FL,15616671937.0,5.0,$$
4898,Joseph & the Hair Razors,Kissimmee,FL,14078474900.0,5.0,$$
4899,Class A Barbers,Saint Cloud,FL,13214009319.0,4.5,$$
4903,MLB Sport Barber Shop,Kissimmee,FL,14073092048.0,4.0,$$
4906,Mr. Abe's Barbershop,Saint Cloud,FL,14075936622.0,5.0,$$
4907,Jaca's Barber + Shop Lake Nona,Orlando,FL,14079300203.0,4.0,$$
4939,Legacy Barber,Hollywood,FL,17548166036.0,4.0,$
4956,Showtime Barbershop,Pembroke Pines,FL,19546397409.0,4.5,$$
4957,Taylor'd Made Barber Gallery,Hollywood,FL,19549858003.0,4.5,$$
4959,Organic Daisy Hair Salon,Hallandale Beach,FL,19544577660.0,3.5,$$
4993,Fenix Barber Shop,Hialeah,FL,13058202992.0,5.0,$
4995,Platinum Cuts,Hialeah,FL,13058222489.0,3.0,$
5000,Muralla Barber Shop,Hialeah,FL,13056408622.0,5.0,$
5002,The Hair Place,Hialeah,FL,17864205030.0,4.5,$
5008,Classic Stylez,Miami,FL,13056273593.0,4.5,$$
5009,Fade Shop Inc,Hialeah,FL,13058282021.0,3.0,$$
5010,VIP Cuts 2 Barbershop,Pembroke Pines,FL,17548889214.0,4.5,$$
5014,Julio's Barber Shop,Hialeah,FL,13055580874.0,5.0,$$
5056,J's Barber Shop,Hialeah,FL,13058233199.0,2.0,$
5071,National Barbershop Association,Hialeah,FL,13055589961.0,3.5,$$
5077,Hair Cuttery,Hialeah,FL,13053629726.0,3.5,$$
5079,Tony's Barberia,Hialeah,FL,13058853634.0,4.5,$$
5081,Kool Kuts a Family Hair Salon,Miramar,FL,19544432889.0,3.5,$$
5113,Sweet Pete's,Tampa Bay,FL,17279452696.0,4.0,$
5122,Hair Obsessions,Port Richey,FL,17278470220.0,5.0,$
5140,Big League Haircuts,New Port Richey,FL,17273758000.0,3.0,$$
5178,Ninja's Barbershop,Hollywood,FL,19546683697.0,4.5,$$
5206,Miami Clippers,Homestead,FL,17862433540.0,4.0,$
5207,Royal Barber Shop,Homestead,FL,17862173965.0,5.0,$
5208,809 Styles Barber Shop,Homestead,FL,17865042106.0,4.5,$
5209,Home Team Barber Shop,Homestead,FL,17862433606.0,4.5,$
5210,The Spot Your Family Barbershop,Homestead,FL,13052472411.0,3.5,$
5211,Krome Barbershop,Homestead,FL,17863336668.0,3.5,$
5213,Florida City Barber Shop,Homestead,FL,13052451333.0,5.0,$
5226,Boss Cuts,Homestead,FL,17862557178.0,5.0,$$
5227,Red Carpet Barbershop,Homestead,FL,17863494438.0,5.0,$$
5228,Woody's Barber Shop & Hair Styling,Homestead,FL,13052464131.0,3.5,$$
5229,FC Barber Shop,Homestead,FL,17867249712.0,5.0,$$
5230,Zoo Cuts,Homestead,FL,13052460880.0,4.5,$$
5233,Yayo Barber Shop,Miami,FL,13055951002.0,5.0,$$
5239,Hair Cuttery,Homestead,FL,13052453652.0,3.5,$$
5240,Dominican Hair & Beauty,Homestead,FL,13052428825.0,2.5,$$
5241,Pete's Suniland Barber Shop,Miami,FL,13052515893.0,4.5,$$
5242,Ariel Barbershop,Miami,FL,18135277019.0,5.0,$$
5244,Cartoon Cuts,Miami,FL,13052781211.0,4.0,$$
5287,Pavilion Barber Shop,Naples,FL,12395929270.0,4.5,$$
5296,Uptown Barber Shop,Naples,FL,12395949769.0,4.5,$$
5299,Roosters Men's Grooming Center,Naples,FL,12392605761.0,4.0,$$
5306,Jack's Barber Shop,Larchmont,NY,19148330999.0,4.5,$
5319,Gary's Royal Barber Shop,Mamaroneck,NY,19146982790.0,5.0,$$
5324,Crestwood Barber Shop,Tuckahoe,NY,19147795003.0,3.5,$$
5338,Old World Barber Shop,Valhalla,NY,19143585393.0,4.0,$$$
5340,New Star Beauty Salon,Fort Lee,NJ,12019442369.0,3.0,$$$
5341,Tina Pearson Salon,Edgewater,NJ,12012247000.0,4.0,$$$
5342,Albert Amin Salon,New York,NY,12125704001.0,3.5,$$$
5343,Superstar Hairstylists,Great Neck,NY,15168290061.0,3.5,$$$
5344,Salon Maffei,White Plains,NY,19144283555.0,4.5,$$$
5345,Gisu,New York,NY,12125853564.0,2.0,$$$
5384,Forever Young Esthetiques,North Miami Beach,FL,13059484343.0,5.0,$$
5385,Hollywood Lace,Hallandale Beach,FL,19545057000.0,3.5,$$
5448,Big Jim's Stateman Barber Shop & Hair Styling,Jacksonville Beach,FL,19042413302.0,5.0,$
5450,Cuts by Kelly,Jacksonville Beach,FL,19048536570.0,4.0,$
5458,Bold City Barbers,Neptune Beach,FL,19043792711.0,4.0,$$
5459,MJ's barbershop,Jacksonville Beach,FL,19043727468.0,5.0,$$
5460,Bob's Barber Shop,Atlantic Beach,FL,19042470049.0,5.0,$$
5461,Paradise Grooming for Men,Jacksonville Beach,FL,19043720642.0,4.5,$$
5462,Embassy Barber Shop,Neptune Beach,FL,19042498660.0,5.0,$$
5463,Inspirations By Dzign,Jacksonville,FL,19042209829.0,5.0,$$
5464,Sport Clips Haircuts of Jacksonville - Pablo Creek,Jacksonville,FL,19042233233.0,3.5,$$
5465,Sport Clips Haircuts of Jacksonville Harbour Place,Jacksonville,FL,19042219090.0,3.0,$$
5478,Family Affair Hair Studio,Spring Hill,FL,13526007903.0,4.0,$
5489,Headlines Barbershop,Land O' Lakes,FL,18138037110.0,3.5,$$
5502,Palm City Barbers,Palm City,FL,17722870970.0,4.0,$
5504,Fresh And Clean Barbershop,North Palm Beach,FL,15615304589.0,5.0,$
5507,Real McCoy Barber Shop,Stuart,FL,17722213960.0,3.5,$
5512,Supercuts,Jupiter,FL,15615752607.0,2.0,$
5514,Bob's Barber Shop,Stuart,FL,17722879799.0,3.5,$
5519,Jerrys Barber Shop,Jupiter,FL,15612032264.0,4.5,$$
5521,Sport Clips Haircuts of Jupiter,Jupiter,FL,15615292566.0,4.0,$$
5522,Roosters Men's Grooming Center,Palm Beach Gardens,FL,15613186312.0,4.5,$$
5523,Mr. Sfaccime's Barber Shop,Jupiter,FL,,5.0,$$
5524,18/8 Fine Men's Salons,Palm Beach Gardens,FL,15615670088.0,5.0,$$
5525,Hair Cuttery,Jupiter,FL,15617455640.0,2.0,$$
5526,Carmen's Fairway Haircutting,Tequesta,FL,15615754457.0,4.5,$$
5527,Ian Daniel Salon,North Palm Beach,FL,15616942269.0,5.0,$$
5528,Great Clips,Palm Beach Gardens,FL,15616247372.0,3.0,$$
5541,Snipz Barbershop,Miami,FL,17864094996.0,3.5,$
5544,The Electric Chair Barber Shop,Miami,FL,13057201432.0,4.0,$
5547,Blade Barbershop,Miami,FL,13057528338.0,2.5,$
5549,Yoyo Barbershop,Miami,FL,,5.0,$
5550,Pablos Barber Shop,Miami,FL,13052229885.0,5.0,$
5551,Headliners Barbershop Kendall,Miami,FL,17867175955.0,2.5,$
5553,Ricardo Barbershop,Miami,FL,13054086460.0,5.0,$
5554,Men's World Barber Shop,Miami,FL,13055969120.0,3.5,$
5555,Ultimate Barbershop,Miami,FL,17865428158.0,3.5,$
5556,Supercuts,Miami,FL,13057520950.0,3.5,$
5557,Superior Cutters,Miami,FL,13052279644.0,5.0,$
5560,Freshmen Barber Shop,Miami,FL,17868705104.0,4.5,$$
5562,The Halos Barbershop,Miami,FL,,5.0,$$
5567,Barber Shop,Miami,FL,13053864477.0,5.0,$$
5568,The King Barber Shop,Miami,FL,13055985099.0,3.0,$$
5569,Kairos Hair Salon,Miami,FL,13052749882.0,4.5,$$
5571,Hair Cuttery,Miami,FL,13053829567.0,3.5,$$
5572,Eli's Beauty & Barber Salon,Miami,FL,13057520720.0,3.5,$$
5573,Sharkey's Cuts for Kids,Miami,FL,17864311532.0,4.0,$$
5574,Barbers At Work,Miami,FL,13052200505.0,2.5,$$
5575,Supercuts,Miami,FL,13052791076.0,3.5,$$
5646,Key West Haircuts,Key West,FL,13052948384.0,5.0,$
5647,Konch Cuts,Key West,FL,13052944288.0,4.0,$$
5648,Imjustcuttin Barber Studio,Key West,FL,13053967073.0,4.0,$$
5649,Stock Island Fades & Tattoo,Stock Island,FL,13052921460.0,4.5,$$
5650,Bobbyshop,Key West,FL,13052926999.0,4.0,$$
5651,Pro Fades Barbershop,Marathon,FL,13057488244.0,4.0,$$
5652,Victory Barber,Omaha,NE,14023462603.0,4.5,$
5653,Dundee Barber Shop,Omaha,NE,14025539707.0,4.5,$
5654,The Surly Chap Barbers,Omaha,NE,14025041110.0,4.5,$
5655,Beverly Hills Barber Shop,Omaha,NE,14023914741.0,4.0,$
5656,Sportsman Barbershop,Omaha,NE,14023972433.0,4.5,$
5657,Alliance Barbershop and Supply,Omaha,NE,14025053345.0,5.0,$
5658,Don's Barber-Stylist Shop,Bellevue,NE,14027330280.0,5.0,$
5659,Bob Snipes Barber Shop,Council Bluffs,IA,17122561999.0,5.0,$
5660,Lady Jane's Haircuts for Men,Papillion,NE,14028040789.0,3.0,$
5661,Kiewit Plaza Barber Shop,Omaha,NE,14022712868.0,4.0,$
5662,Hair Is,Omaha,NE,14029330339.0,4.5,$
5663,Millard Razor N'shear Studio,Omaha,NE,14028956355.0,5.0,$
5664,Southside Barbers & Beauty,Omaha,NE,14029343988.0,2.5,$
5665,Hairitage Styling,Omaha,NE,14026971700.0,5.0,$
5666,Great Clips,Omaha,NE,14025564999.0,2.0,$
5667,Sport Clips Haircuts of West Omaha,Omaha,NE,14027581234.0,3.5,$
5668,Sport Clips Haircuts of Omaha - West Greyhawk,Omaha,NE,14029333226.0,2.5,$
5669,Golden Shears,Bellevue,NE,14022920268.0,3.5,$
5670,Great Clips,Omaha,NE,14025924003.0,2.5,$
5671,Classic Barbershop,Omaha,NE,14026715403.0,4.5,$$
5672,The Beard & Mane,Omaha,NE,14027798314.0,4.5,$$
5673,Parlour 1887,Omaha,NE,14029911887.0,4.5,$$
5674,Pacific Barbers,Omaha,NE,14023971035.0,5.0,$$
5675,Sport Clips Haircuts of Pebblewood Plaza - Omaha,Omaha,NE,14025044900.0,4.0,$$
5676,Sport Clips Haircuts of Lincoln,Lincoln,NE,14022619300.0,2.0,$$$
5677,College of Hair Design,Lincoln,NE,14024744244.0,2.5,$$$
5700,Top Cuts,Kissimmee,FL,14073901729.0,4.0,$$
5704,Barbers 78,Kissimmee,FL,13214260722.0,3.0,$$
5705,GameTime BarberShop,Kissimmee,FL,14075728726.0,3.0,$$
5706,Hair Genius Barbershop,Kissimmee,FL,14074335845.0,3.5,$$
5707,The Salon By Rebecca Juarez,Kissimmee,FL,14075072752.0,4.5,$$
5710,Shear Junkies,Orlando,FL,13212025939.0,4.0,$$
5711,Sport Barbershop,Kissimmee,FL,14077493305.0,4.5,$$
5712,I Drive barbershop,Orlando,FL,14077784799.0,3.5,$$
5727,Butch's Barber Shop,Lake City,FL,13867526897.0,5.0,$
5730,Jerry's Barber Shop,High Springs,FL,13864543590.0,4.0,$
5737,Field's Barber,Live Oak,FL,13862080075.0,5.0,$
5778,Zine Barber Shop,Tampa,FL,18135157492.0,5.0,$
5782,Big Boys Barber Shop,Tampa,FL,18139879291.0,5.0,$
5787,Lutz Haircutters,Lutz,FL,18139794828.0,4.5,$
5788,Barbers International,Tampa,FL,18134022814.0,4.5,$
5789,Badar's Hair & All,Tampa,FL,18139790058.0,3.5,$
5799,Star's Cut Barbershop,Tampa,FL,18139856904.0,4.0,$$
5803,Cut-N-Edge Barber Shop,Tampa,FL,18139882887.0,3.5,$$
5808,B Snipped Barber Shop,Tampa,FL,18134847671.0,5.0,$$
5843,Cache Latino,Longwood,FL,14073391266.0,2.0,$$
5890,Adams' Barber Shop,Sebring,FL,18633857858.0,2.5,$$
5913,Kevin's Barber Styling,Lantana,FL,15615881843.0,5.0,$$
5917,All City Barbershop,West Palm Beach,FL,15612250271.0,3.5,$$
5925,Top Notch Barbershop express,West Palm Beach,FL,15615304663.0,3.5,$$
5953,Headliners Barbershop,Riviera Beach,FL,15614294765.0,3.5,$
5967,Chicago Kutz,Lake Worth,FL,15619646999.0,3.5,$$
5968,Shear Happiness Salon,Lake Worth,FL,15619519634.0,5.0,$$
5969,A Couple Gals' Salon,West Palm Beach,FL,15615824227.0,4.0,$$
6003,Jeremy S Barber Shop,Lakeland,FL,18638592299.0,4.0,$
6016,Sport Clips Haircuts of South Florida Ave. and Polk Pkwy,Lakeland,FL,18636192800.0,2.5,$$
6034,Kevin's Barbershop,Lakeside,CA,16193901180.0,5.0,$
6035,Patrick's Barber Shop,Lakeside,CA,16193341186.0,4.5,$
6037,Rays Barber Shop,Lakeside,CA,16197336454.0,4.5,$
6038,VIP Barbershop,El Cajon,CA,16196317344.0,4.5,$
6039,Syl's Hair Cutting Shop,Lakeside,CA,16193903827.0,4.0,$
6040,Benjamin's Barber Shop,El Cajon,CA,16194477783.0,4.5,$
6041,The Carver Barbershop,El Cajon,CA,16192125169.0,4.5,$
6042,Bob's Barber Shop,El Cajon,CA,18586107305.0,4.0,$
6043,Los Coches Barbershop,El Cajon,CA,16193908673.0,4.5,$
6044,Juanita & Ramiro's Beauty & Barber Salon,El Cajon,CA,16194421445.0,3.5,$
6045,Fantastic Sams Hair Salons,Lakeside,CA,16195619977.0,4.0,$
6046,United Hair Salon,El Cajon,CA,16194384387.0,4.5,$
6047,Juan Hair Salon,El Cajon,CA,16194426782.0,2.5,$
6048,Scott's Barber Shop,El Cajon,CA,16195887874.0,3.5,$
6049,Brother's Barber Shop,San Diego,CA,18586683372.0,4.5,$$
6050,Dapper Jay's Barber Shop and Hot Shaves,La Mesa,CA,16194605297.0,4.5,$$
6051,Moose's Barbershop and Shave,Santee,CA,16197493834.0,3.5,$$
6052,Clipper Crew Barber Shop,El Cajon,CA,16193348000.0,4.0,$$
6054,S & N Barber Shop and Master Shave,La Mesa,CA,16198257717.0,4.5,$$
6055,Stay Sharp San Diego,El Cajon,CA,16193328700.0,4.0,$$
6056,Wayne's Barbershop,Lakeside,CA,16194438932.0,4.0,$$
6057,Santana's Proper Cuts Barber Lounge,La Mesa,CA,16194657105.0,4.5,$$
6058,Cali Fresh Cutz,La Mesa,CA,16194636114.0,4.5,$$
6059,Boulevard Barber & Shave,La Mesa,CA,16194646500.0,5.0,$$
6060,Sam's Old Poway Barber Shop,Poway,CA,18586687477.0,4.5,$$
6061,The Hair Social,San Diego,CA,16198171231.0,5.0,$$
6062,The Originals Barbershop,Santee,CA,16195589627.0,4.5,$$
6063,Masters Cut,El Cajon,CA,16194478100.0,4.5,$$
6064,Boulevard Barber Shop,San Diego,CA,16197942583.0,5.0,$$
6065,The Country Club Barber Shop,San Diego,CA,18589007507.0,4.5,$$
6066,La Familia BarberShop,El Cajon,CA,16196479178.0,3.5,$$
6067,The Cutt'n Edge Barbershop,San Diego,CA,16193543083.0,4.5,$$
6068,Babylon Cuts,El Cajon,CA,16194472271.0,5.0,$$
6069,Deb's Hair By Design,Lakeside,CA,16194434500.0,3.0,$$$
6070,Sport Clips Haircuts of Rancho Bernardo Town Center,San Diego,CA,18582996464.0,4.0,$$$
6073,Trend Cuts,San Diego,CA,18584850123.0,3.5,$$$
6075,C's Cuts & Creations,Temecula,CA,19513020413.0,4.0,$$$
6076,Gila Rut Aveda Salon-Torrey Hills,San Diego,CA,18584818444.0,4.5,$$$
6080,Supercuts,Fallbrook,CA,17607314894.0,3.0,$$$
6081,Terra Hair Design,La Jolla,CA,18585513234.0,4.5,$$$
6083,Hair Sensation,La Jolla,CA,18584568647.0,4.0,$$$
6091,Big League Haircuts,Land O' Lakes,FL,18133458585.0,3.0,$
6092,The Cutting Edge Barber Shop,Lutz,FL,18139493441.0,4.5,$
6097,Stilos Salon And Barber,Land O' Lakes,FL,18134286412.0,5.0,$$
6100,Precision Cuts Barber Shop,Land O' Lakes,FL,18133882969.0,1.0,$$
6101,Sport Clips Haircuts of Wesley Chapel,Wesley Chapel,FL,18139079404.0,3.5,$$
6102,Wesley Chapel Barber Shop,Wesley Chapel,FL,18139071414.0,3.0,$$
6103,iStyle XG Hair Salon,Lutz,FL,18139490604.0,4.5,$$
6115,Billy's Corner Barber Shop,St. Petersburg,FL,17275125305.0,5.0,$
6117,George's Barber Shop,Largo,FL,17275931280.0,5.0,$
6121,Werks Elite Barbershop,Largo,FL,17274743760.0,5.0,$
6124,Golden Razor Hair Salon,Largo,FL,17275819381.0,4.5,$
6125,Good Fella's Master Barbershop,St. Petersburg,FL,17278519967.0,4.0,$
6126,Portobello Barbers,Seminole,FL,17273913315.0,5.0,$
6130,Central Oak Barber,Saint Petersburg,FL,17273089967.0,4.5,$
6138,KleanKut Barbershop,Seminole,FL,17277682079.0,4.5,$$
6139,Casablanca Barber Shop,St. Petersburg,FL,17279144910.0,4.5,$$
6144,The Shave Cave,St. Petersburg,FL,17279147700.0,4.5,$$
6145,Billy's Corner Barbershop,Saint Petersburg,FL,17274409437.0,4.5,$$
